P	T
1.4871099715574232e-25	0.010000012530979405
9.575119456596829e-26	0.010000012615848146
9.575119456596829e-26	0.010000012700716886
5.390354281151939e-26	0.010000012785585625
5.390354281151939e-26	0.010000012870454366
5.390354281151939e-26	0.010000012955323106
5.390354281151939e-26	0.010000013040191845
5.390354281151939e-26	0.010000013125060585
5.390354281151939e-26	0.010000013209929326
5.390354281151939e-26	0.010000013294798065
5.390354281151939e-26	0.010000013379666805
5.390354281151939e-26	0.010000013464535546
5.390354281151939e-26	0.010000013549404285
5.390354281151939e-26	0.010000013634273025
5.390354281151939e-26	0.010000013719141766
5.390354281151939e-26	0.010000013804010504
5.390354281151939e-26	0.010000013888879245
