T;P
0.010006832855944562;0.0
0.010006837103095698;0.0
0.010006841350246834;0.0
0.01000684559739797;0.0
0.010006849844549108;0.0
0.010006854091700244;0.0
0.01000685833885138;0.0
0.010006862586002516;0.0
0.010006866833153652;0.0
0.010006871080304788;0.0
0.010006875327455925;0.0
0.010006879574607061;0.0
0.010006883821758197;0.0
0.010006888068909333;0.0
0.01000689231606047;0.0
0.010006896563211605;1.2290665448087767e-26
0.010006900810362743;1.9161517392849854e-25
0.010006905057513879;2.8741098830363282e-24
0.010006909304665015;7.603373298043939e-24
0.010006913551816151;1.6516976531073332e-23
0.010006917798967287;2.828801074240924e-23
0.010006922046118423;5.549785148597504e-23
0.01000692629326956;6.023855560897323e-23
0.010006930540420697;9.262824166786704e-23
0.010006934787571833;9.203264862977823e-23
0.010006939034722969;1.143464196167772e-22
0.010006943281874105;1.0493478237684777e-22
0.01000694752902524;9.327615906913345e-23
0.010006951776176378;1.2034965228285328e-22
0.010006956023327514;1.3585094871704665e-22
0.01000696027047865;1.2052180442407065e-22
0.010006964517629786;1.1338438629822668e-22
0.010006968764780922;9.942072673378486e-23
0.010006973011932058;1.1129713157769406e-22
0.010006977259083196;1.0200363579477117e-22
0.010006981506234332;1.0081164365791922e-22
0.010006985753385468;9.624861678801972e-23
0.010006990000536604;1.0416760678736059e-22
0.01000699424768774;8.996669454093284e-23
0.010006998494838876;1.0678992479728517e-22
0.010007002741990014;1.1141738430297917e-22
0.01000700698914115;9.725396862332055e-23
0.010007011236292286;9.374588311779108e-23
0.010007015483443422;9.10269973831611e-23
0.010007019730594558;8.771818678886594e-23
0.010007023977745694;9.691450043973214e-23
0.010007028224896831;8.854025698127338e-23
0.010007032472047967;8.170107476145607e-23
0.010007036719199103;9.341166902165743e-23
0.01000704096635024;7.249400619706815e-23
0.010007045213501375;8.017650251085109e-23
0.010007049460652511;8.144600559479074e-23
0.01000705370780365;8.096928608348471e-23
0.010007057954954785;7.424699569692628e-23
0.010007062202105921;7.850872498061745e-23
0.010007066449257057;9.442063945862656e-23
0.010007070696408193;6.943177759836064e-23
0.010007074943559329;7.791603318825483e-23
0.010007079190710467;7.719751926448e-23
0.010007083437861603;6.770487035819245e-23
0.010007087685012739;7.479600844410704e-23
0.010007091932163875;7.465628147511029e-23
0.01000709617931501;6.814245218354783e-23
0.010007100426466147;6.988695263552621e-23
0.010007104673617285;6.94277617086137e-23
0.01000710892076842;6.891384090994494e-23
0.010007113167919557;7.832033305451913e-23
0.010007117415070692;6.629266395666227e-23
0.010007121662221828;6.379617062029465e-23
0.010007125909372964;6.865390690759308e-23
0.010007130156524102;7.117118188042717e-23
0.010007134403675238;6.628610181124747e-23
0.010007138650826374;5.89574820308351e-23
0.01000714289797751;6.069266893222579e-23
0.010007147145128646;5.676274031773277e-23
0.010007151392279782;6.675742393451702e-23
0.01000715563943092;6.399097579236411e-23
0.010007159886582056;5.699181111232529e-23
0.010007164133733192;5.285195054368865e-23
0.010007168380884328;6.562116516760278e-23
0.010007172628035464;5.635915183700036e-23
0.0100071768751866;5.941939846975757e-23
0.010007181122337738;5.607669713841452e-23
0.010007185369488874;6.03120489016014e-23
0.01000718961664001;5.320272163508929e-23
0.010007193863791146;4.834220711638869e-23
0.010007198110942282;5.551459646955127e-23
0.010007202358093418;6.172576645855892e-23
0.010007206605244555;5.024943842616922e-23
0.010007210852395691;5.0793822704985356e-23
0.010007215099546827;5.0384289736587454e-23
0.010007219346697963;4.516853313500927e-23
0.0100072235938491;4.4397535398071107e-23
0.010007227841000235;4.89967100040006e-23
0.010007232088151373;4.4102209373314934e-23
0.010007236335302509;4.6769625385469863e-23
0.010007240582453645;4.6717461889484454e-23
0.010007244829604781;4.706877173216278e-23
0.010007249076755917;4.0784417267928075e-23
0.010007253323907053;4.2733396208533556e-23
0.01000725757105819;4.2106085417793846e-23
0.010007261818209327;4.187696485513059e-23
0.010007266065360463;3.8872483429936974e-23
0.010007270312511599;3.960445636100543e-23
