T	P
0.010006832855944562	0.0
0.010006835054218769	0.0
0.010006837252492974	0.0
0.01000683945076718	0.0
0.010006841649041387	0.0
0.010006843847315592	0.0
0.010006846045589799	0.0
0.010006848243864006	0.0
0.010006850442138211	0.0
0.010006852640412418	0.0
0.010006854838686624	0.0
0.010006857036960831	0.0
0.010006859235235036	0.0
0.010006861433509243	0.0
0.01000686363178345	0.0
0.010006865830057655	0.0
0.010006868028331862	0.0
0.010006870226606068	0.0
0.010006872424880273	0.0
0.01000687462315448	0.0
0.010006876821428687	0.0
0.010006879019702892	0.0
0.010006881217977099	0.0
0.010006883416251305	0.0
0.01000688561452551	0.0
0.010006887812799717	0.0
0.010006890011073924	0.0
0.010006892209348129	0.0
0.010006894407622336	0.0
0.010006896605896543	0.0
0.01000689880417075	0.0
0.010006901002444954	0.0
0.010006903200719161	0.0
0.010006905398993368	0.0
0.010006907597267573	0.0
0.01000690979554178	0.0
0.010006911993815986	0.0
0.010006914192090191	1.6022080444428266e-24
0.010006916390364398	1.3447899647284485e-23
0.010006918588638605	3.126485117707385e-23
0.01000692078691281	6.842151062812216e-23
0.010006922985187017	1.0851168640812798e-22
0.010006925183461223	2.159042630158945e-22
0.010006927381735429	2.5304088336303736e-22
0.010006929580009635	2.802052496727206e-22
0.010006931778283842	3.373528788092905e-22
0.010006933976558047	3.0931273205979556e-22
0.010006936174832254	3.1334953972890066e-22
0.01000693837310646	3.18464727037477e-22
0.010006940571380666	3.441187604136671e-22
0.010006942769654872	3.2298374464919386e-22
0.01000694496792908	3.355443486963764e-22
0.010006947166203286	2.9332278002248637e-22
0.010006949364477491	3.198446371321944e-22
0.010006951562751698	2.9612114469388828e-22
0.010006953761025904	3.008433738575278e-22
0.01000695595930011	2.9834924538530964e-22
0.010006958157574316	3.1160771741403233e-22
0.010006960355848523	3.055882754340916e-22
0.010006962554122728	2.9049732282866053e-22
0.010006964752396935	2.99002632387588e-22
0.010006966950671142	2.8947137782122134e-22
0.010006969148945347	3.0744065008335686e-22
0.010006971347219553	2.847544374431475e-22
0.01000697354549376	2.7059884394691666e-22
0.010006975743767965	2.9423229510974533e-22
0.010006977942042172	2.93906744935161e-22
0.010006980140316379	2.7021192284248332e-22
0.010006982338590584	2.8168974090415006e-22
0.01000698453686479	2.601531031587068e-22
0.010006986735138997	2.550666414915794e-22
0.010006988933413204	2.6768493102555826e-22
