T	P
0.010006832855944562	0.0
0.010006835054218769	0.0
0.010006837252492974	0.0
0.01000683945076718	0.0
0.010006841649041387	0.0
0.010006843847315592	0.0
0.010006846045589799	0.0
0.010006848243864006	0.0
0.010006850442138211	0.0
0.010006852640412418	0.0
0.010006854838686624	0.0
0.010006857036960831	0.0
0.010006859235235036	0.0
0.010006861433509243	0.0
0.01000686363178345	0.0
0.010006865830057655	0.0
0.010006868028331862	0.0
0.010006870226606068	0.0
0.010006872424880273	0.0
0.01000687462315448	0.0
0.010006876821428687	0.0
0.010006879019702892	0.0
0.010006881217977099	0.0
0.010006883416251305	0.0
0.01000688561452551	0.0
0.010006887812799717	0.0
0.010006890011073924	0.0
0.010006892209348129	0.0
0.010006894407622336	6.169832001863547e-27
0.010006896605896543	1.2287453286383064e-26
0.01000689880417075	8.089167613087286e-26
0.010006901002444954	4.649313741963695e-25
0.010006903200719161	2.1607820292361546e-24
0.010006905398993368	5.377832917439264e-24
0.010006907597267573	1.2628362788188813e-23
0.01000690979554178	1.9666803874608295e-23
0.010006911993815986	3.544289447137256e-23
0.010006914192090191	4.72902270272859e-23
0.010006916390364398	6.878131173085928e-23
0.010006918588638605	8.201109769618646e-23
0.01000692078691281	1.1280222276242452e-22
0.010006922985187017	1.327173033414969e-22
0.010006925183461223	1.6133890893982485e-22
0.010006927381735429	2.0592328307219392e-22
0.010006929580009635	2.2439191149815163e-22
0.010006931778283842	2.6141965501239885e-22
0.010006933976558047	2.647044508727537e-22
0.010006936174832254	2.9184572841644275e-22
0.01000693837310646	3.1283344246489863e-22
0.010006940571380666	2.997953404683085e-22
0.010006942769654872	3.3770175684973684e-22
0.01000694496792908	3.420084650989786e-22
0.010006947166203286	3.247034169837932e-22
0.010006949364477491	2.860789020073292e-22
0.010006951562751698	2.980207172473975e-22
0.010006953761025904	3.232422356026463e-22
0.01000695595930011	3.039152982162043e-22
0.010006958157574316	2.7867860860876997e-22
0.010006960355848523	3.176111395801651e-22
0.010006962554122728	2.993395352810126e-22
0.010006964752396935	2.984075946114803e-22
0.010006966950671142	2.735955745768592e-22
0.010006969148945347	3.056044730735648e-22
0.010006971347219553	2.6998982359954284e-22
0.01000697354549376	2.9547059526351634e-22
0.010006975743767965	2.7596327861411003e-22
0.010006977942042172	2.8353825884992646e-22
0.010006980140316379	2.906850304952441e-22
0.010006982338590584	2.672825503861618e-22
