phi;Fkm/2;Fkm;F2km;F10km;F50km;F100km
0.39269908169872414;0.04700674061076775;0.45520425096039263;0.5286276535791147;0.3961096567818413;0.35536935174665407;0.35111272357451057
0.3957670432744953;0.045140179087385476;0.44887792344990424;0.5253522807226438;0.39523128004040853;0.3547850296396313;0.35055418072029926
0.3988350048502669;0.04334772748869729;0.4426312321390814;0.5220838252556834;0.39434929428301774;0.35419775944545223;0.34999277076591606
0.40190296642603807;0.041626444295315604;0.4364635268375014;0.5188225759927694;0.3934637571089112;0.35360757190338865;0.3494285223417637
0.4049709280018092;0.0399735046330165;0.4303741466822557;0.515568814919266;0.39257472601519683;0.3530144977759369;0.3488614641065365
0.4080388895775804;0.03838619565952485;0.4243624210420122;0.5123228172472887;0.3916822583898767;0.3524185678455177;0.34829162474420206
0.411106851153352;0.03686191213233471;0.41842767038343476;0.5090848514736731;0.3907864115049711;0.35181981291119907;0.3477190329610007
0.41417481272912315;0.03539815215062659;0.4125692071010786;0.5058551794398873;0.3898872425097406;0.35121826378544285;0.347143717482467
0.4172427743048943;0.0339925130645823;0.4067863363118434;0.5026340563937717;0.3889848084240037;0.3506139512908753;0.3465657070504689
0.4203107358806655;0.03264268754564826;0.4010783566150882;0.49942173105301074;0.38807916613155485;0.35000690625708214;0.3459850304202703
0.4233786974564371;0.03134645981152361;0.3954445608194639;0.49621844567022744;0.38717037237367985;0.34939715951742883;0.3454017163576125
0.42644665903220824;0.03010170199988332;0.38988423663753197;0.49302443609960367;0.3862584837427725;0.34878474190590625;0.34481579363581943
0.4295146206079794;0.028906370685061016;0.3843966673491952;0.48983993186492103;0.38534355667604886;0.348169684254002;0.34422729103292227
0.432582582183751;0.027758503532137487;0.37898113243497994;0.486665156228937;0.3844256474493639;0.34755201738759783;0.3436362373288089
0.43565054375952217;0.02665621608308174;0.37363690818016704;0.48350032626399564;0.38350481217112875;0.3469317721238945;0.3430426613023946
0.43871850533529333;0.02559769866979278;0.36836326825075055;0.4803456529237791;0.38258110677632867;0.3463089792683626;0.342446591728816
0.4417864669110645;0.024581213449088576;0.363159484242204;0.47720134111612084;0.3816545870206427;0.3456836696117219;0.3418480573766487
0.4448544284868361;0.023605091554870422;0.35802482620198894;0.4740675897767831;0.38072530847466607;0.3450558739269472;0.34124708700514866
0.44792239006260726;0.022667730362875643;0.3529585631267374;0.47094459194412447;0.3797933265182346;0.34442562296630413;0.34064370936151805
0.4509903516383784;0.02176759086360369;0.34795996343500185;0.4678325348345648;0.37885869633485053;0.34379294745841105;0.3400379531781941
0.4540583132141496;0.020903195139172957;0.34302829541646757;0.4647315999187793;0.37792147290621236;0.3431578781053321;0.3394298471701643
0.4571262747899212;0.020073123940024116;0.3381628276584762;0.4616419629985371;0.37698171100684674;0.34252044557969735;0.3388194200323058
0.46019423636569234;0.01927601435754671;0.3333628294507078;0.45856379428411453;0.3760394651988436;0.3418806805218546;0.33820670043675083
0.4632621979414635;0.018510557588852818;0.32862757116882446;0.455497258472204;0.37509478982669375;0.3412386135370482;0.33759171703027624
0.4663301595172351;0.01777549679007239;0.32395632463788504;0.4524425148242576;0.37414773901222953;0.3405942751926301;0.3369744984317204
0.46939812109300627;0.017069625014681424;0.3193483634762948;0.4493997172451924;0.37319836664966927;0.33994769601530017;0.3363550732294262
0.47246608266877743;0.016391783233509885;0.31480296342103525;0.44636901436238907;0.3722467264007632;0.33929890648837724;0.3357334699787088
0.4755340442445486;0.015740858433209617;0.3103194026349158;0.4433505496049298;0.3712928716900433;0.33864793704910073;0.3351097171993521
0.4786020058203202;0.015115781790084024;0.3058969619965422;0.44034446128300536;0.3703368557001752;0.33799481808596343;0.3344838433731306
0.48166996739609136;0.014515526916305114;0.30153492537369736;0.43735088266743993;0.36937873136741345;0.3373395799360758;0.33385587694135926
0.4847379289718625;0.013939108175656858;0.29723257988078694;0.43436994206927004;0.3684185513771573;0.33668225288256093;0.3332258463024697
0.4878058905476337;0.013385579066059267;0.292989216121009;0.4314017629193304;0.3674563681596109;0.33602286715198204;0.3325937798096148
0.4908738521234053;0.012854030666231538;0.2888041284138587;0.42844646384779006;0.36649223388554325;0.3353614529118009;0.3319597057683002
0.49394181369917645;0.012343590143958662;0.2846766150085808;0.4255041587635911;0.3655262004621514;0.3346980402678696;0.3313236524340449
0.4970097752749476;0.011853419323523545;0.2806059782841448;0.4225749569337372;0.36455831952902334;0.3340326592619524;0.3306856480100677
0.5000777368507192;0.011382713309964333;0.27659152493631567;0.419658963062393;0.3635886424542025;0.3333653398692822;0.3300457206450045
0.5031456984264904;0.010930699167907348;0.27263256615236425;0.41675627736974635;0.3626172203303533;0.33269611199614785;0.32940389843065193
0.5062136600022615;0.010496634652813969;0.26872841777393713;0.41386699567058816;0.3616441039710251;0.33202500547751485;0.32876020939974016
0.5092816215780327;0.01007980699256723;0.2648784004486063;0.41099120945257683;0.36066934390701716;0.3313520500746787;0.3281146815237347
0.5123495831538043;0.009679531717402984;0.2610818397705816;0.40812900595414225;0.35969299038284197;0.3306772754729506;0.3274673427106662
0.5154175447295755;0.009295151536271121;0.257338066411065;0.40528046824199787;0.3587150933532881;0.330000711279377;0.32681822080299017
0.5184855063053466;0.008926035257786038;0.2536464162386978;0.4024456752882208;0.3577357024800796;0.3293223870204915;0.3261673435754743
0.5215534678811178;0.008571576754000415;0.25000623043055087;0.39962470204687106;0.35675486712863413;0.3286423321400998;0.3255147387331161
0.5246214294568894;0.008231193965303894;0.24641685557407322;0.3968176195301177;0.35577263636491796;0.32796057599709844;0.32486043390908903
0.5276893910326605;0.007904327944816979;0.242877643760418;0.39402449488384145;0.3547890589523968;0.3272771478633269;0.32420445666271847
0.5307573526084317;0.007590441940713396;0.23938795266952748;0.3912453914626833;0.3538041833490826;0.3265920769214519;0.3235468344774859
0.5338253141842033;0.007289020514967889;0.2359471456473703;0.3884803689045177;0.35281805770467495;0.3259053922628864;0.32288759475906376
0.5368932757599745;0.006999568697084279;0.23255459177568888;0.38572948320432254;0.3518307298577987;0.32521712288574117;0.3222267648333793
0.5399612373357456;0.006721611171416254;0.22920966593460576;0.3829927867874191;0.35084224733333197;0.3245272976928103;0.3215643719447073
0.5430291989115168;0.006454691496748957;0.22591174885843493;0.38027032858206705;0.3498526573398308;0.32383594548958955;0.32090044325379313
0.5460971604872884;0.006198371356861099;0.22266022718501668;0.3775621540913859;0.34886200676704293;0.32314309498232896;0.32023500583600517
0.5491651220630596;0.005952229840838922;0.21945449349889326;0.37486830546459177;0.3478703421835157;0.3224487747761186;0.3195680866795169
0.5522330836388307;0.005715862751960979;0.216293946368618;0.3721888215675217;0.34687770983429245;0.32175301337300716;0.31889971268351786
0.5553010452146019;0.0054888819440208556;0.21317799037849627;0.369523738052438;0.34588415563870023;0.32105583917015496;0.3182299106564554
0.5583690067903735;0.005270914683998454;0.2101060361550276;0.36687308742709057;0.3448897251882259;0.3203572804580194;0.3175587073143049
0.5614369683661447;0.005061603040034679;0.20707750038831987;0.3642368991230287;0.34389446374448174;0.3196573654185755;0.31688612927887105
0.5645049299419158;0.004860603293704805;0.20409180584872422;0.3616151995631396;0.3428984162372564;0.3189561221235666;0.3162122030761167
0.5675728915176874;0.004667585375626814;0.2011483813989438;0.3590080122284135;0.3419016272626546;0.31825357853279196;0.31553695513452296
0.5706408530934586;0.004482232323478226;0.19824666200184746;0.35641535772391675;0.3409041410813212;0.3175497624924255;0.31486041178347873
0.5737088146692297;0.004304239761531774;0.19538608872420915;0.353837253843962;0.3399060016167509;0.3168447017333674;0.31418259925169817
0.5767767762450009;0.004133315400856361;0.19256610873659866;0.3512737156364729;0.3389072524536811;0.3161384238696302;0.3135035436656698
0.5798447378207725;0.003969178559362491;0.18978617530962202;0.34872475546652876;0.3379079368365685;0.31543095639675695;0.3128232710481332
0.5829126993965437;0.0038115597009048246;0.18704574780671662;0.3461903830790876;0.3369080976681482;0.3147223266902724;0.31214180731658653
0.5859806609723148;0.0036601999926849853;0.18434429167368344;0.3436706056608749;0.3359077775080723;0.31401256200416683;0.31145917828182185
0.589048622548086;0.0035148508802285107;0.18168127842514734;0.3411654279014401;0.33490701857163074;0.3133016894694133;0.31077540964649103
0.5921165841238576;0.0033752736792380406;0.17905618562811262;0.33867485205337067;0.33390586272855005;0.3125897360925163;0.31009052700369966
