T;P
0.010006832855944562;0.0
0.010006837103095698;0.0
0.010006841350246834;0.0
0.01000684559739797;0.0
0.010006849844549108;0.0
0.010006854091700244;0.0
0.01000685833885138;0.0
0.010006862586002516;0.0
0.010006866833153652;0.0
0.010006871080304788;0.0
0.010006875327455925;0.0
0.010006879574607061;0.0
0.010006883821758197;0.0
0.010006888068909333;0.0
0.01000689231606047;0.0
0.010006896563211605;0.0
0.010006900810362743;0.0
0.010006905057513879;0.0
0.010006909304665015;0.0
0.010006913551816151;6.516863929694786e-26
0.010006917798967287;1.0751931351255975e-23
0.010006922046118423;3.3883064863541887e-23
0.01000692629326956;7.732521048780911e-23
0.010006930540420697;1.0510116878269973e-22
0.010006934787571833;1.4039303405894348e-22
0.010006939034722969;1.2184196441384318e-22
0.010006943281874105;1.2448608613627361e-22
0.01000694752902524;1.228962790697418e-22
0.010006951776176378;1.138152052823125e-22
0.010006956023327514;1.071694402935201e-22
0.01000696027047865;1.154019529207233e-22
0.010006964517629786;1.1756214300492665e-22
0.010006968764780922;1.1968964047249863e-22
0.010006973011932058;9.759761174644835e-23
0.010006977259083196;1.0035729722417329e-22
0.010006981506234332;1.1604582352504226e-22
0.010006985753385468;9.595390350518775e-23
0.010006990000536604;1.0989440982932945e-22
0.01000699424768774;1.0767530844316173e-22
0.010006998494838876;8.533378566963508e-23
0.010007002741990014;9.662679935166702e-23
0.01000700698914115;9.263362854129608e-23
0.010007011236292286;8.869593830735513e-23
0.010007015483443422;9.0245282476084e-23
0.010007019730594558;8.969303868246803e-23
0.010007023977745694;9.210323195060401e-23
0.010007028224896831;8.446028077526148e-23
0.010007032472047967;9.06986740354186e-23
0.010007036719199103;9.657689881430459e-23
0.01000704096635024;9.956633203192045e-23
0.010007045213501375;9.020497935249568e-23
0.010007049460652511;7.372249167023177e-23
0.01000705370780365;8.118214688407915e-23
0.010007057954954785;8.041792863602983e-23
0.010007062202105921;6.932122070339704e-23
0.010007066449257057;8.734033529690278e-23
0.010007070696408193;7.258714101449596e-23
0.010007074943559329;7.652611024088002e-23
0.010007079190710467;7.380227054313721e-23
0.010007083437861603;7.62316354712937e-23
0.010007087685012739;8.176475238393551e-23
0.010007091932163875;7.123419268011895e-23
0.01000709617931501;7.847854584641381e-23
0.010007100426466147;6.986815437738454e-23
0.010007104673617285;7.028486653908227e-23
0.01000710892076842;8.19076531212967e-23
0.010007113167919557;6.903579583025762e-23
0.010007117415070692;6.540552720916765e-23
0.010007121662221828;7.015880447042565e-23
0.010007125909372964;6.369482451768549e-23
0.010007130156524102;6.381180936810737e-23
0.010007134403675238;6.489204836148618e-23
0.010007138650826374;5.960740485946407e-23
0.01000714289797751;6.871490928631633e-23
0.010007147145128646;6.570105701289564e-23
0.010007151392279782;5.392541685449447e-23
0.01000715563943092;6.385615090822379e-23
0.010007159886582056;5.2371371488573703e-23
0.010007164133733192;6.231905455241075e-23
0.010007168380884328;5.589279798491658e-23
0.010007172628035464;5.24082516611004e-23
0.0100071768751866;6.419622815415178e-23
0.010007181122337738;5.361388938242838e-23
0.010007185369488874;5.538900872532391e-23
0.01000718961664001;5.241077186109926e-23
0.010007193863791146;5.6122530456564e-23
0.010007198110942282;5.022352403143637e-23
0.010007202358093418;4.2363833845789993e-23
0.010007206605244555;5.067802638163041e-23
0.010007210852395691;5.0114199917374137e-23
0.010007215099546827;5.362153727799594e-23
0.010007219346697963;4.539136401613321e-23
0.0100072235938491;4.9246764912142194e-23
0.010007227841000235;4.782484175791507e-23
0.010007232088151373;4.433280366473442e-23
0.010007236335302509;4.501680166409769e-23
0.010007240582453645;4.571929384247474e-23
0.010007244829604781;4.9483773236240405e-23
0.010007249076755917;4.406206511675146e-23
0.010007253323907053;4.412802482994408e-23
0.01000725757105819;3.786190182768673e-23
0.010007261818209327;3.839991339083075e-23
0.010007266065360463;4.559985140154807e-23
0.010007270312511599;3.9342314536433784e-23
