k5;S5;k10;S10;k15;S15
0.0683977725;2.6087923369635087e-08;0.017099443124999995;1.669627095656635e-06;0.007599752500000002;1.9018096136464163e-05
0.07211002775470755;1.6552569587987035e-07;0.01828202541593353;1.670518796679803e-05;0.008217726775447857;0.00027198905570315757
0.07602376382629554;8.587999052051436e-07;0.019546394047194427;0.00012216878227915576;0.0088859516617038;0.0025583276001920757
0.0801499159863942;3.717802282297239e-06;0.020898205289399473;0.0006791831850826697;0.009608513289836567;0.016815969403180496
0.08450001301308989;1.3675272199686438e-05;0.022343506595814817;0.002970564106677759;0.010389830054878296;0.08135358319845035
0.08908620940319455;4.3444769122972775e-05;0.023888763656200355;0.01053313264085114;0.011234679633886264;0.30282217074724294
0.09392131933281958;0.00012096937039986605;0.02554088932167399;0.031085044639579052;0.012148228200979678;0.900810007072637
0.09901885246114368;0.00029915337436026227;0.027307274529993757;0.07812701565954147;0.013136062017998799;2.212108742522963
0.10439305167741189;0.0006649069887626073;0.029195821369605;0.1706230997366316;0.014204221593960106;4.610634990376422
0.11005893289663476;0.0013425360098693702;0.03121497843036769;0.3295333053131579;0.015359238622189417;8.352271865552902
0.11603232701517914;0.0024864068337103118;0.03337377859910857;0.5715675385457283;0.01660817592099989;13.420064453066505
0.12232992414347806;0.004260525551952342;0.03568187946908017;0.9023768183862146;0.017958670622148436;19.460366909929522
0.12896932023944893;0.006807456980639801;0.038149606544102044;1.3121215010754554;0.01941898087116363;25.848943967856385
0.13596906627291735;0.01021371518582085;0.04078799943066201;1.7754129341649338;0.02099803632511335;31.85263826138827
0.14334872005841626;0.014481063696270224;0.04360886122462222;2.255679286484024;0.02270549275660104;36.81086013362413
0.15112890090118355;0.019511960808353254;0.04662481131346562;2.712261109318367;0.02455179109788874;40.26881215944451
0.15933134720904532;0.025113288943278612;0.04984934183029916;3.1078264813060823;0.026548221286196168;42.031449200489085
0.16797897723115474;0.03101733333929952;0.05329687801216555;3.414075884417482;0.028706991300583663;42.14475823220518
0.17709595309329632;0.036914691970879245;0.056982842732682254;3.6147040490716935;0.031041301812572825;40.83196252871497
0.18670774830867462;0.0424916482966141;0.060923725497700414;3.7056174778560735;0.033565426906986474;38.415186136083314
0.19684121895281712;0.04746472757792019;0.06513715621264227;3.6930975222265827;0.036294801366607725;35.2450158788805
0.20752467870146077;0.05160707363987752;0.06964198405152208;3.5908545305053354;0.03924611505439601;31.649250488734825
0.21878797794108135;0.05476396205950319;0.07445836178047843;3.4168356580213977;0.04243741497039768;27.902970146378756
0.23066258717310884;0.05685732387807322;0.07960783591304707;3.1903913573740614;0.04588821560741993;23.5019183085537
0.2431816849448646;0.057881030060767794;0.08511344310049238;2.9301155977973767;0.04961961828028201;19.32959216968888
0.25638025055290703;0.057889686215463546;0.09099981318840836;2.6524377413078333;0.05365444015833085;15.897984523055182
0.27029516177780494;0.05698389404478413;0.09729327940062289;2.3708905775929887;0.05801735379024249;13.075594650096368
0.2849652979234182;0.05529458277213753;0.10402199614332241;2.0251257862806264;0.06273503797429018;10.754267326078935
0.30043164844858344;0.05296836398579975;0.11121606495640544;1.7133502520819035;0.06783634089663605;8.845048264169964
0.3167374274947315;0.05015513832356018;0.11890766917551997;1.4495737048284698;0.07335245653522196;7.274775347925503
0.3339281946294342;0.04699853051707766;0.1271312179072073;1.2264065244011115;0.07931711540795157;5.983275026714681
0.3520519821432471;0.04362922608069467;0.13592349996123915;1.0375967498072813;0.08576679083157132;4.921056438715393
0.3711594292555266;0.040160947493604285;0.14532384842877827;0.877854932384927;0.0927409219525029;4.047414899257642
0.3913039236041997;0.036688623684091974;0.15537431664261858;0.7427059534981413;0.10028215491343999;3.3288720793511124
0.41254175041482233;0.03232696144220331;0.16611986630667874;0.6283636554421793;0.10843660363041895;2.737893101350277
0.4349322497657138;0.028325700273058457;0.17760856863636496;0.5316247733805847;0.11725413177499132;2.25183139029676
0.45853798238857874;0.024819694353140482;0.18989181940962185;0.44977919684971973;0.1267886576857913;1.8520608471771003
0.4834249044678759;0.02174764356426469;0.20302456889072332;0.3805340468338847;0.13709848407400368;1.5232620885922445
0.5096625519273362;0.019055835198096158;0.21706556765538834;0.32194944145325544;0.14824665453884864;1.2528354012280998
0.5373242347185399;0.016697204826011936;0.23207762941694338;0.272384150759815;0.1603013390731428;1.0304179152834392
0.5664872416544106;0.014630513409608257;0.24812791202930845;0.23044961817682064;0.17333625091626476;0.8474864947279658
0.597233056359946;0.012819626264190472;0.2652882179239002;0.19497106050634486;0.187431097303542;0.6970311269700262
0.6296475849435669;0.011232881268413028;0.28363531532448416;0.1649545567333612;0.20267206686834727;0.5732862960819849
0.6638213960252167;0.009842535273644999;0.3032512816769606;0.13955920362918267;0.21915235667732275;0.47151004568672694
0.6998499737918672;0.008624279033905795;0.32422387083044923;0.11807355810189833;0.23697274212150102;0.38780226509766097
0.7378339847874853;0.007556812175251268;0.34664690561229167;0.09989570633338488;0.256242193148153;0.3189552353569382
0.7778795591828964;0.0066214707732390405;0.37062069755319177;0.0845164013457939;0.27707854060156006;0.26233070803014724
0.8200985873114262;0.005801901026918754;0.3962524956401741;0.07150479660153922;0.2996091967473223;0.21575880636266903
0.864609032298872;0.005083773323758927;0.42365696610489795;0.060496375967904754;0.32397193438613886;0.17745487464540782
0.9115352596613066;0.004454531696130402;0.45295670539370464;0.051182741907880434;0.3503157293212652;0.14595108942091659
0.9610083847916447;0.003903174288763458;0.4842827886142185;0.04330297581648209;0.3788016713312577;0.12004021184116064
1.013166639305866;0.003343940787147327;0.5177753559120254;0.0366363284649905;0.40960394921851373;0.09872932574246131
1.068155757272501;0.0028536287080065687;0.553584239400643;0.030996035778115306;0.44291091595708726;0.08120178866024261
1.1261293824045324;0.0024352096288238704;0.5918696334494103;0.026224086694951996;0.47892624045305293;0.06678593772968286
1.1872494973514303;0.0020781420931197813;0.6328028113278915;0.022186796536939005;0.5178701529603275;0.05492935126857662
1.2516868762908064;0.001773430306784857;0.6765668914127696;0.01877106187205739;0.559980791767542;0.04517767973491229
1.3196215620842509;0.0015133975022095104;0.7233576563849298;0.01588119195642607;0.6055156593908314;0.03715723485211821
1.391243369330571;0.001291492533356516;0.7733844290814823;0.013203861463336138;0.6547531971770131;0.030560669709579165
1.4667524147219895;0.0011021248292220826;0.8268710089209356;0.0108037352964942;0.70799448794571;0.02472244869444401
1.5463596761851708;0.0009405235475793819;0.8840566730907004;0.008839891018256203;0.765565097081905;0.01955396070144379
1.630287582369342;0.0008026173805892253;0.9451972469758326;0.007233023678340002;0.8278170633370373;0.015465999498557979
1.7187706341285935;0.0006849319841560846;1.0105662486176772;0.005918243949260165;0.8951310515121885;0.012232669592603017
1.812056059734828;0.0005845024469121716;1.0804561123222531;0.004842457732772724;0.9679186801868225;0.009675301319784052
1.9104045056520578;0.0004987985936137246;1.1551794968923101;0.003962222087217121;1.0466250387269058;0.007652577789220954
2.014090764802147;0.0004256612410778145;1.235070684335548;0.0032419908927317723;1.1317314089636779;0.006052725892799633
2.1234045443568053;0.00036324780072132765;1.3204870753062556;0.0026526794099109604;1.2237582081858773;0.0047873398665687
2.238651275201124;0.00030998585723763676;1.4118107879703659;0.0021704897651866673;1.323268171441527;0.0037864961016055867
2.360152965330332;0.00026453355389367665;1.5094503674465938;0.0017759499330935941;1.430869792608767;0.002994889255065759
2.4882490995642526;0.0002257457864129239;1.613842613471006;0.0014531274071143748;1.5472210452775381;0.0023687761478672466
2.623297588093301;0.000192645353748645;1.725454534461252;0.0011889858051644087;1.6730334061949572;0.0018735585727160697
2.765675766506362;0.00016439833893334047;1.8447854367221315;0.000972858427834502;1.809076205877366;0.0014818714415440093
2.9157814500946775;0.0001402930997609197;1.9723691581387717;0.0007960175103546152;1.9561813329926265;0.0011720706258382476
3.0740340453775525;0.0001197223400025813;2.108776456350034;0.0006513217735943246;2.115248321279511;0.000927036929858792
3.2408757219555837;0.00010216780946691155;2.2546175620858753;0.0005329280413266471;2.287249850110219;0.0007332301058376082
3.416772647965618;8.718724744461001e-05;2.410544909091247;0.00043605527813814763;2.4732376923314066;0.0005799406372526601
3.602216292589446;7.440324059702752e-05;2.577256052849111;0.00035679151924514354;2.674349145754242;0.00045869794468011315
3.797724799255483;6.349371457932739e-05;2.7554967911597408;0.00029193589555849607;2.8918139876214033;0.00036280231243912775
4.003844433370311;5.418381984862479e-05;2.946064500536516;0.00023886937457343063;3.1269619945769334;0.000286954670895933
4.22115110862513;4.6239007231913164e-05;3.149811703343884;0.0001954489972778187;3.381231074122834;0.00022696377667211464
4.450251996141725;3.94591188028449e-05;3.367649881635417;0.00015992134010038683;3.6561760572854833;0.00017951460991097218
4.691787220954052;3.367334519565027e-05;3.6005535547535117;0.0001308517072756016;3.953478206258202;0.00014198519053192375
4.946431650565503;2.8735922313099607e-05;3.8495646389322715;0.0001070661942355834;4.274955495158242;0.00011230169097411672
5.214896780579256;2.45224590133603e-05;4.11579710840664;8.760428240372302e-05;4.622573726764105;8.88238391452665e-05
5.497932722670245;2.0926803257194035e-05;4.400441978879703;7.168005104903852e-05;4.998458553210932;7.025427908966046e-05
5.79633030045337;1.7858367762656744e-05;4.7047726356421675;5.865043983881222e-05;5.404908474149364;5.5566880762084464e-05
6.110923259103868;1.5239847791085679e-05;5.030150530179837;4.798928045189727e-05;5.8444088918503905;4.39500373977231e-05
6.442590594903769;1.3005273567329976e-05;5.3780312707534055;3.926604858420446e-05;6.319647309201777;3.476181716341931e-05
6.792259011223336;1.1098348267802729e-05;5.749971134197335;3.212847829913523e-05;6.833529763530375;2.7494490828060868e-05
7.160905507799647;9.471029704395075e-06;6.147634028068961;2.6288336646891478e-05;7.3891985967415925;2.1746475296654673e-05
7.549560110547029;8.082319971853865e-06;6.572798934293634;2.1509784096163157e-05;7.990051670438623;1.7200142643766517e-05
7.9593087495265875;6.8972325655594814e-06;7.027367867605752;1.7599850743274542e-05;8.639763143520177;1.3604268401974859e-05
8.391296293116104;5.885910947747783e-06;7.513374384388498;1.440064370426379e-05;9.34230593930964;1.0760149220271382e-05
8.846729746858017;5.0228763557416355e-06;8.032992679977378;1.178297100487135e-05;10.10197603960002;8.510622772017171e-06
9.326881625923246;4.286385901821201e-06;8.58854731512518;9.641124485147422e-06;10.923418754170449;6.73138316665224e-06
9.833093510613915;3.657884792998296e-06;9.18252361514061;7.88861103930038e-06;11.811657126409795;5.324111965949373e-06
10.366779794839145;3.1215388701738144e-06;9.817578788222118;6.454659807561252e-06;12.772122648745105;4.211045233582168e-06
10.92943163803751;2.663835689686181e-06;10.4965538127258;5.28136427172436e-06;13.810688475696626;3.3306764001366866e-06
11.522621131588215;2.2732440970840925e-06;11.222486146546187;4.321343845025097e-06;14.933705337654256;2.634357489400398e-06
12.148005691352092;1.9399237165831287e-06;11.99862331546656;3.535830525498164e-06;16.14804037498457;2.0836108940549667e-06
12.80733268861563;1.6554770372180471e-06;12.828437441267395;2.8931033470876474e-06;17.461119129935312;1.6480031529479818e-06
