count	gpu	cpu
4	6.728243827819824	36.197521686553955
8	5.82532000541687	36.915398359298706
16	5.843623161315918	44.84999370574951
32	5.88427472114563	63.67799353599548
64	5.790302038192749	139.82720708847046
128	17.39489483833313	448.3768484592438
256	71.29636001586914	2029.8538377285004
