T;P
0.010006022855944562;0.0
0.010006041065673692;0.0
0.010006059275402825;0.0
0.010006077485131956;0.0
0.010006095694861087;0.0
0.01000611390459022;0.0
0.01000613211431935;0.0
0.010006150324048481;0.0
0.010006168533777613;0.0
0.010006186743506744;0.0
0.010006204953235875;0.0
0.010006223162965008;0.0
0.010006241372694138;0.0
0.01000625958242327;0.0
0.010006277792152402;0.0
0.010006296001881533;0.0
0.010006314211610664;0.0
0.010006332421339796;0.0
0.010006350631068927;0.0
0.010006368840798058;0.0
0.01000638705052719;0.0
0.010006405260256321;0.0
0.010006423469985452;0.0
0.010006441679714585;0.0
0.010006459889443715;0.0
0.010006478099172846;0.0
0.010006496308901979;0.0
0.01000651451863111;0.0
0.01000653272836024;0.0
0.010006550938089373;0.0
0.010006569147818504;0.0
0.010006587357547635;0.0
0.010006605567276767;0.0
0.010006623777005898;0.0
0.010006641986735029;0.0
0.010006660196464161;0.0
0.010006678406193292;0.0
0.010006696615922423;0.0
0.010006714825651556;0.0
0.010006733035380687;0.0
0.010006751245109817;0.0
0.01000676945483895;0.0
0.01000678766456808;0.0
0.010006805874297212;0.0
0.010006824084026344;0.0
0.010006842293755475;0.0
0.010006860503484606;0.0
0.010006878713213738;4.11028585890637e-25
0.01000689692294287;1.2665948266257549e-24
0.010006915132672;1.781445682766932e-24
0.010006933342401133;3.432266008433169e-24
0.010006951552130263;4.823658707560733e-24
0.010006969761859396;3.456309037229079e-24
0.010006987971588527;5.175396653819895e-24
0.010007006181317658;4.458508129008027e-24
0.01000702439104679;3.4088457815078e-24
0.010007042600775921;2.8937584352911114e-24
0.010007060810505052;3.428121421314327e-24
0.010007079020234184;3.2209348628692078e-24
0.010007097229963315;3.299116723893539e-24
0.010007115439692446;2.7004917353190542e-24
0.010007133649421579;3.544209646210477e-24
0.01000715185915071;2.3703135659368125e-24
0.01000717006887984;2.460003671595788e-24
0.010007188278608973;2.582206854331177e-24
0.010007206488338104;2.783777184539423e-24
0.010007224698067235;2.008716759733136e-24
0.010007242907796367;1.8278403081405493e-24
0.010007261117525498;2.0648118588785724e-24
0.010007279327254629;1.7752524733187407e-24
0.010007297536983761;1.379224045092111e-24
0.010007315746712892;1.4041049381809114e-24
0.010007333956442023;1.455222421688177e-24
0.010007352166171156;1.9525123642108794e-24
0.010007370375900286;1.1320315673648457e-24
0.010007388585629417;1.0952714109150239e-24
0.01000740679535855;1.1776161578120226e-24
0.01000742500508768;1.1726919926125977e-24
