T	P_model	P_retr
3.21e-07	6899.840974896053	7702.433299241894
3.24e-07	5986.093572956595	7267.366026280727
3.27e-07	7971.568257667342	6856.2910568223415
3.3e-07	6520.255119250735	6467.885306683814
3.33e-07	5065.039545443698	6100.8986547369905
3.36e-07	6270.620623550001	5754.14991927387
3.39e-07	4950.3091050974435	5426.523056260073
3.42e-07	4484.625442958594	5116.963567240176
3.45e-07	4429.30778364691	4824.47510533336
3.48e-07	4220.706587232144	4548.116268395505
3.51e-07	3807.4049458999766	4286.997569026171
3.54e-07	4164.378600459821	4040.278571668168
3.57e-07	3388.490122996649	3807.1651875851685
3.6e-07	2959.9124926527625	3586.907119010992
3.63e-07	3080.2200856655636	3378.7954442443843
3.66e-07	2552.101313466569	3182.160335916546
3.69e-07	2323.4938655563187	2996.3689050875873
3.72e-07	2440.749198942831	2820.823164232789
3.75e-07	2896.4967145721794	2654.95810256249
3.78e-07	2167.5774221395727	2498.239867480677
3.81e-07	2336.492920740321	2350.1640463292774
3.84e-07	2270.918457886365	2210.2540428876473
3.87e-07	2229.7270248971154	2078.059543401994
3.8999999999999997e-07	1976.0331955219694	1953.1550672073915
3.93e-07	1649.818223303258	1835.138597277475
3.96e-07	1764.6537370938038	1723.6302862941404
3.99e-07	1940.4183413917874	1618.271234072528
4.0199999999999997e-07	1213.9560805464089	1518.7223324064003
4.05e-07	1417.5824745751208	1424.6631736158647
4.08e-07	1267.7627481165346	1335.7910192845718
4.11e-07	1235.295549233233	1251.8198258670939
4.14e-07	1074.4486226763245	1172.479324030374
4.17e-07	1265.9378366911574	1097.514148765964
4.2e-07	782.5137250826795	1026.683017473287
4.23e-07	746.3981843016899	959.7579533684587
4.26e-07	882.9736904437843	896.5235517191583
4.29e-07	712.8335594092814	836.7762865438594
4.32e-07	960.4634888063769	780.3238555439526
4.35e-07	729.9555994685282	726.9845611603719
4.38e-07	763.3494930338377	676.5867257625828
4.41e-07	569.1349865292242	628.9681390876809
4.44e-07	584.1354761461109	583.9755361511143
4.47e-07	656.9338102552086	541.4641039486454
4.5e-07	522.9054372701289	501.2970153618153
4.53e-07	471.59718975445105	463.3449887667531
4.56e-07	424.2114093258672	427.48587192888215
4.59e-07	566.7976801200937	393.6042488442422
4.62e-07	475.2500137634931	361.59106826202594
4.65e-07	527.0834876406489	331.3432926926715
4.68e-07	382.0506163322776	302.7635667718348
4.71e-07	388.1956081422321	275.759903912814
4.74e-07	293.734134915309	250.24539023890978
4.77e-07	386.60024153298156	226.1379048427784
4.8e-07	320.2300065775141	203.35985547242993
4.83e-07	283.74628175127043	181.8379287931193
4.86e-07	263.5317052407997	161.50285442136212
4.89e-07	269.30125669322325	142.28918197156113
4.92e-07	231.20738132538744	124.13507039767083
4.95e-07	206.80405880929177	106.9820889518638
4.98e-07	235.57926181670928	90.77502911956807
5.009999999999999e-07	184.25927703726197	75.46172692557494
5.04e-07	180.54743596687888	60.992895039282985
5.07e-07	192.88687476496116	47.32196413870261
5.1e-07	146.3355508579182	34.404933022631354
5.13e-07	166.82812521850948	22.200226988569767
5.16e-07	205.51490853761936	10.668564020557909
5.19e-07	145.65470373440138	-0.2271716437585951
5.22e-07	156.99005472529052	-10.522048973764612
5.25e-07	109.17676471719317	-20.24920301871515
5.28e-07	125.7943467408121	-29.439941556067765
5.31e-07	125.76779556768459	-38.12384585856228
5.34e-07	92.06521015295274	-46.32886590438437
5.37e-07	111.2910449125768	-54.081410336846716
5.4e-07	96.72845266297189	-61.40643146313958
5.43e-07	96.24435119387442	-68.32750556572203
5.46e-07	88.5741748963832	-74.86690878484737
5.49e-07	70.37892038370317	-81.0456888164537
5.52e-07	79.77462519505553	-86.88373265619201
5.55e-07	74.81604266281677	-92.39983060762587
5.58e-07	52.753537044792566	-97.6117367606257
5.61e-07	69.06134406614032	-102.5362261346071
5.64e-07	78.90611342905206	-107.18914867053913
5.67e-07	55.78486740639917	-111.58548024549805
5.7e-07	52.556573646931206	-115.73937087396273
5.73e-07	42.09864824597992	-119.66419025099266
5.76e-07	44.217288833798236	-123.37257078387243
5.79e-07	34.36130958586811	-126.8764482507249
5.82e-07	41.038150209569174	-130.18710021695725
5.85e-07	38.0581169796527	-133.3151823331862
5.88e-07	34.57271122776548	-136.27076263147003
5.91e-07	28.27798748267329	-139.0633539302351
5.939999999999999e-07	41.999593601346454	-141.70194445219326
5.97e-07	32.21146423441618	-144.1950267537986
