x;xcwm;height
-25.175175189971924;-25.338263933839787;0.7322680717946496
-25.075075030326843;-25.21623890300374;0.6887081103733032
-24.974974989891052;-25.103464432698114;0.6539999928230149
-24.87487483024597;-24.959116171435497;0.6073605301733327
-24.77477478981018;-24.800894705557326;0.6171905160379233
-24.6746746301651;-24.673359378486072;0.6389810827244892
-24.57457458972931;-24.548847233394042;0.642809476905693
-24.47447443008423;-24.420638079665242;0.6600543206634917
-24.374374389648438;-24.29717733632173;0.6951604379508305
-24.274274230003357;-24.212356202992673;0.7204438122722373
-24.174174189567566;-24.12091480369314;0.7201398737627626
-24.074074029922485;-24.022339083720272;0.7111268940030301
-23.973973989486694;-23.910342287672307;0.6970658775718974
-23.873873829841614;-23.79747731680169;0.7094881809811378
-23.773773789405823;-23.690555058757166;0.708161782142141
-23.673673629760742;-23.583764753408143;0.7220812639717198
-23.57357358932495;-23.472068021961242;0.7335584944034557
-23.47347342967987;-23.365121774146846;0.7705236959427721
-23.37337338924408;-23.284804374107676;0.777618838991451
-23.273273229599;-23.17957097715286;0.7651230895785016
-23.173173189163208;-23.056418400863638;0.7737744064146711
-23.073073029518127;-22.937068703956047;0.8215551607790316
-22.972972989082336;-22.855944267446336;0.8648941074820148
-22.872872829437256;-22.785589427446;0.8896786916280738
-22.772772789001465;-22.715245295223447;0.9040828415158058
-22.672672629356384;-22.64133986549001;0.9119441752352379
-22.572572588920593;-22.588856862116323;0.9068807230325718
-22.472472429275513;-22.501198213808774;0.8914070380827782
-22.37237238883972;-22.42967849556152;0.8857494969053445
-22.27227222919464;-22.350768651518003;0.8505383023069938
-22.17217218875885;-22.264432158907137;0.8021983695977429
-22.07207202911377;-22.134218694248126;0.7582412115475288
-21.97197198867798;-21.984750193108358;0.7668990857921283
-21.871871829032898;-21.872076526072316;0.7980352417253288
-21.771771788597107;-21.781033278646245;0.8122486131845442
-21.671671628952026;-21.675946551269416;0.8016068382367952
-21.571571588516235;-21.558074617915537;0.790879217410442
-21.471471428871155;-21.424154017046142;0.8118803909608532
-21.371371388435364;-21.311121780289415;0.8434681933121666
-21.271271228790283;-21.19825263092514;0.8686740050134123
-21.171171188354492;-21.09174574926414;0.9122832150305712
-21.07107102870941;-21.011700410741806;0.949803256381461
-20.97097098827362;-20.91862828173699;0.9726395419701533
-20.87087082862854;-20.83779485196757;1.0069918437061018
-20.77077078819275;-20.773074737248177;1.0234611526293305
-20.67067062854767;-20.7004993278762;1.0169713337457846
-20.570570588111877;-20.61843323072438;1.0082873801258316
-20.470470428466797;-20.529696582830212;0.9999246260325948
-20.370370388031006;-20.44496373729415;0.9788836589873868
-20.270270228385925;-20.33528736680343;0.9511667904996213
-20.170170187950134;-20.219165856251475;0.9365846534599507
-20.070070028305054;-20.092709387096345;0.9397640071433925
-19.969969987869263;-19.989461061274262;0.9643055274341379
-19.869869828224182;-19.90015180392651;0.9792762966266193
-19.76976978778839;-19.808029842534708;0.9905332696500196
-19.66966962814331;-19.716104691833426;0.9914412442200602
-19.56956958770752;-19.62626054219072;0.9961255745397386
-19.46946942806244;-19.536109367598645;0.9862145164987564
-19.369369387626648;-19.438700791787365;0.989314544660237
-19.269269227981567;-19.346608348495607;0.9780521877395071
-19.169169187545776;-19.245090921193384;0.9798342400100506
-19.069069027900696;-19.16424437125681;0.973683797047754
-18.968968987464905;-19.079329728984728;0.9639410148571858
-18.868868827819824;-18.99652255522177;0.9341264545153704
-18.768768787384033;-18.899409197841866;0.8963623813581966
-18.668668627738953;-18.786088692196053;0.8610325463729722
-18.56856858730316;-18.654886707477832;0.8401295529171965
-18.46846842765808;-18.537173280077656;0.8324602448881993
-18.36836838722229;-18.404461421795865;0.8258060159720234
-18.26826822757721;-18.305833300081108;0.8365723212269741
-18.16816818714142;-18.18606705062443;0.8204170443012372
-18.068068027496338;-18.06859749915512;0.8004015092704261
-17.967967987060547;-17.92559129445652;0.8049777709261332
-17.867867827415466;-17.79408676907607;0.8297766611570891
-17.767767786979675;-17.687228270396886;0.8547884119826499
-17.667667627334595;-17.577528479095214;0.8728186740622137
-17.567567586898804;-17.487092668118837;0.8897828100891311
-17.467467427253723;-17.377911162111285;0.8835621961113095
-17.367367386817932;-17.27223514563995;0.8951499402439329
-17.26726722717285;-17.16775066686539;0.901988602383482
-17.16716718673706;-17.043333591926967;0.9165559929897386
-17.06706702709198;-16.948464674270273;0.9426754724601848
-16.96696698665619;-16.858905317563647;0.9534713323093468
-16.86686682701111;-16.762687491686986;0.9483883654552079
-16.766766786575317;-16.658211745142818;0.955461438323803
-16.666666626930237;-16.53546990375359;0.9503909329423201
-16.566566586494446;-16.411839131260933;0.9721914162902657
-16.466466426849365;-16.296593029721492;1.0034299729658214
-16.366366386413574;-16.192613937028987;1.036752248244075
-16.266266226768494;-16.10045949734002;1.0756432128590854
-16.166166186332703;-16.019022042324124;1.0996486988095768
-16.066066026687622;-15.94760870304378;1.1253677116110394
-15.965965986251831;-15.861394469617363;1.1214132450140961
-15.86586582660675;-15.775725535563236;1.1322855370705496
-15.76576578617096;-15.685385711689044;1.1315229488527958
-15.665665626525879;-15.59466256995051;1.1184527082004996
-15.565565586090088;-15.467556986343517;1.1129950050813293
-15.465465426445007;-15.349824903417279;1.150404292114317
-15.365365386009216;-15.259423930548095;1.2085530815896226
-15.265265226364136;-15.189205287434058;1.2431524567252243
-15.165165185928345;-15.119623622849108;1.241984329322078
-15.065065026283264;-15.035420658699532;1.2490626320894398
-14.964964985847473;-14.95291871458791;1.2541124893865099
-14.864864826202393;-14.862360213236995;1.2631742912628658
-14.764764785766602;-14.779529725084894;1.2709899818273112
-14.664664626121521;-14.699748894595215;1.279474405439071
-14.56456458568573;-14.619472166160358;1.2851684312237057
-14.46446442604065;-14.55395209584457;1.2812949823532107
-14.364364385604858;-14.472180110828525;1.2589813771855023
-14.264264225959778;-14.38555700130242;1.2384080684652805
-14.164164185523987;-14.2838266043187;1.2342419986924402
-14.064064025878906;-14.197859509147124;1.221709254685289
-13.963963985443115;-14.093877657185546;1.216847769364512
-13.863863825798035;-14.002743165732129;1.2311076820904747
-13.763763785362244;-13.916242244862783;1.2282924124824808
-13.663663625717163;-13.828804901441261;1.220894340498638
-13.563563585281372;-13.732380919384262;1.1972144845631931
-13.463463425636292;-13.629658021131446;1.1985016185394342
-13.3633633852005;-13.536006589540264;1.1692354983470106
-13.26326322555542;-13.419602952697433;1.1657260544876082
-13.163163185119629;-13.311836586220634;1.165330169065162
-13.063063025474548;-13.19543810846334;1.1805854983541877
-12.962962985038757;-13.101313587253216;1.1946440092620518
-12.862862825393677;-13.009638498436777;1.1899535637706398
-12.762762784957886;-12.89419155360852;1.1728349891319219
-12.662662625312805;-12.770121623117308;1.1590160152816547
-12.562562584877014;-12.638151111558063;1.1834970682899688
-12.462462425231934;-12.525149016159892;1.2230426595964006
-12.362362384796143;-12.435883848981454;1.255639059862862
-12.262262225151062;-12.356160321679207;1.2723322341097771
-12.162162184715271;-12.258756352412362;1.2745294736440018
-12.06206202507019;-12.172381316887458;1.2903896521336917
-11.9619619846344;-12.073139587191605;1.2995591234285713
-11.861861824989319;-11.985345873828566;1.3056313031961486
-11.761761784553528;-11.880051583598549;1.3164548153315414
-11.661661624908447;-11.794420399000124;1.3423910101500494
-11.561561584472656;-11.72381093551966;1.3508466560392407
-11.461461424827576;-11.636534783633728;1.3472923718558443
-11.361361384391785;-11.53566552021752;1.3505889453920747
-11.261261224746704;-11.442438250741588;1.3709581014211152
-11.161161184310913;-11.358398683027099;1.3918632875602068
-11.061061024665833;-11.285915730819085;1.4268665511612868
-10.960960984230042;-11.226002602077896;1.4247227395108368
-10.860860824584961;-11.143267881447667;1.4158557159714076
-10.76076078414917;-11.05924209636451;1.4331117240702431
-10.66066062450409;-10.980056399264466;1.4453658467152748
-10.560560584068298;-10.913545379900786;1.458204577909623
-10.460460424423218;-10.8602381920177;1.4521979632986075
-10.360360383987427;-10.789045114845631;1.4447095609582727
-10.260260224342346;-10.712052917922778;1.4420910643564362
-10.160160183906555;-10.64625670277677;1.445582248860105
-10.060060024261475;-10.584834116810892;1.4330035643915084
-9.959959983825684;-10.521108496403283;1.4143250422600655
-9.859859824180603;-10.449714192586578;1.382433216611616
-9.759759783744812;-10.359516095256652;1.3539869883916045
-9.659659624099731;-10.272957594045636;1.3283990270876864
-9.55955958366394;-10.178515823375214;1.333612942333006
-9.45945942401886;-10.110784230702608;1.3448156495409715
-9.359359383583069;-10.05700764989356;1.3177676308411272
-9.259259223937988;-9.968785703032678;1.2852088322742559
-9.159159183502197;-9.881497946983803;1.2717844920929768
-9.059059023857117;-9.795246318713966;1.2647162365270763
-8.958958983421326;-9.699774074985532;1.2387206276573723
-8.858858823776245;-9.601531426473173;1.2464896511241215
-8.758758783340454;-9.535388470005826;1.232089341929119
-8.658658623695374;-9.433812937401889;1.2011144891303775
-8.558558583259583;-9.334379708947795;1.1957335868903214
-8.458458423614502;-9.23993671443424;1.1821571106475526
-8.358358383178711;-9.132366940231535;1.1767462585473394
-8.25825822353363;-9.041754355014673;1.1697936674866753
-8.15815818309784;-8.944695387638122;1.172996311688888
-8.058058023452759;-8.867031125840803;1.1641288990032104
-7.957957983016968;-8.768648584969274;1.1431595818624734
-7.857857823371887;-8.67410951657396;1.1244532579996536
-7.757757782936096;-8.563838727347697;1.1214524042306384
-7.657657623291016;-8.460550639388703;1.1268407111021768
-7.557557582855225;-8.364342353998355;1.151281446581423
-7.457457423210144;-8.280699737202642;1.1636961062607327
-7.357357382774353;-8.211798198990078;1.1657343467345889
-7.2572572231292725;-8.13367418701202;1.1616407678736507
-7.1571571826934814;-8.054582542037833;1.144622705865852
-7.057057023048401;-7.973332661291906;1.1336839022235967
-6.95695698261261;-7.880266293844928;1.1219654546067126
-6.856856822967529;-7.794470394925787;1.1234510013995154
-6.756756782531738;-7.717346639595019;1.1227134291829353
-6.656656622886658;-7.641352928782171;1.1071056346677104
-6.556556582450867;-7.575430581429965;1.100007838742621
-6.456456422805786;-7.501149687809049;1.0673530396605917
-6.356356382369995;-7.4151687609211105;1.0385468026283156
-6.2562562227249146;-7.324291778843496;1.0205449477112587
-6.1561561822891235;-7.234697807797055;1.002177224997095
-6.056056022644043;-7.1519303552457485;0.9785996330131161
-5.955955982208252;-7.085028779245032;0.9341196546437684
-5.855855822563171;-6.981013473527727;0.861662057870212
-5.75575578212738;-6.863912967274083;0.8122396678250672
-5.6556556224823;-6.737908582191968;0.7783421086404737
-5.555555582046509;-6.610356077450199;0.7587040818269786
-5.455455422401428;-6.484194053534163;0.7360466786033245
-5.355355381965637;-6.34307236475187;0.7367384061859042
-5.255255222320557;-6.231204875243442;0.7557278515010617
-5.155155181884766;-6.115545389015788;0.7620664209132427
-5.055055022239685;-6.021779227582892;0.7917166303818804
-4.954954981803894;-5.942822743220278;0.7886265168187138
-4.8548548221588135;-5.845690511676936;0.7615440149675563
-4.7547547817230225;-5.747800397879521;0.7502396438027547
-4.654654622077942;-5.637401499513648;0.7217102893295322
-4.554554581642151;-5.513033128440696;0.7259672291469039
-4.45445442199707;-5.414303173129983;0.7207312286788373
-4.354354381561279;-5.298291108638309;0.7164775750400022
-4.254254221916199;-5.18036738911767;0.7415427156345022
-4.154154181480408;-5.09613891199097;0.7525059866666908
-4.054054021835327;-5.004419429959081;0.7523685001623457
-3.953953981399536;-4.905657817939401;0.7474948821247086
-3.8538538217544556;-4.8048537024299875;0.7655620822482866
-3.7537537813186646;-4.727245792441966;0.7637319952463519
-3.653653621673584;-4.634745907562036;0.7609090732528615
-3.553553581237793;-4.544882806148022;0.7640822914096811
-3.4534534215927124;-4.4767557356058045;0.7548603601561032
-3.3533533811569214;-4.388447553479012;0.7309150841719306
-3.253253221511841;-4.29360430967546;0.7259858918064885
-3.15315318107605;-4.195603495785371;0.7253308600850972
-3.0530530214309692;-4.1213363245100405;0.7295010246352902
-2.9529529809951782;-4.043745288254005;0.7215390975200748
-2.8528528213500977;-3.968309862375564;0.6926044914216245
-2.7527527809143066;-3.8846651548410787;0.6658939827518591
-2.652652621269226;-3.787860086632783;0.6279556352471913
-2.552552580833435;-3.6859747777947067;0.5902662963345601
-2.4524524211883545;-3.5776819916312923;0.5798230833877189
-2.3523523807525635;-3.487589510944018;0.5698057557540194
-2.252252221107483;-3.406776744799812;0.5389105357817155
-2.152152180671692;-3.3184938830257176;0.4997933080726527
-2.0520520210266113;-3.214163870212236;0.466097228842846
-1.9519519805908203;-3.108332372168598;0.4286919021290792
-1.8518518209457397;-2.9953780280328823;0.40310923808236915
-1.7517517805099487;-2.8852119748328695;0.3805287061408946
-1.6516516208648682;-2.782929791264019;0.34191669237665473
-1.5515515804290771;-2.6646814231479903;0.3087939487531346
-1.4514514207839966;-2.5407456159603017;0.28314865735030303
-1.3513513803482056;-2.423587448219129;0.2703211863701296
-1.251251220703125;-2.300479788569235;0.2670827522940474
-1.151151180267334;-2.191719340658408;0.25898951179144164
-1.0510510206222534;-2.088219964552003;0.2480426642756527
-0.9509509801864624;-1.9777926557961398;0.22521988172775986
-0.8508508205413818;-1.8658717250629437;0.19531199741727287
-0.7507507801055908;-1.7369909874094278;0.17758369228039672
-0.6506506204605103;-1.6097241661617303;0.15988353505769748
-0.5505505800247192;-1.482773002578981;0.16617531635539576
-0.45045042037963867;-1.3799396669716018;0.1752734734823383
-0.35035037994384766;-1.2846214247469148;0.16035703151587985
-0.2502502202987671;-1.1626046932322578;0.13378720181033338
-0.15015017986297607;-1.0435525427823857;0.12634539972906647
-0.05005002021789551;-0.9220826577695262;0.12528616769988576
0.05005002021789551;-0.8055675330006716;0.1205718390590314
0.15015017986297607;-0.68228460498548;0.10497063879105874
0.2502502202987671;-0.5491032431237737;0.09712849552581398
0.35035037994384766;-0.4212675588743978;0.11881106071565184
0.45045042037963867;-0.31148904121716103;0.14144287212718823
0.5505505800247192;-0.20967862089432854;0.16488527227365526
0.6506506204605103;-0.11789075189235187;0.16094656471316018
0.7507507801055908;-0.0031739362686934447;0.16122889608347926
0.8508508205413818;0.0989908448737089;0.17982332323731937
0.9509509801864624;0.1892254869600527;0.18714237113646293
1.0510510206222534;0.2853273844641079;0.17679281518413095
1.151151180267334;0.39095370135972507;0.16258881139206383
1.251251220703125;0.49915857419935394;0.16931741517573878
