x	y	heights
0.0	0.0	0.008437681671377295
0.39215686274509803	0.0	-0.019656744102846853
0.7843137254901961	0.0	-0.02903753273102833
1.1764705882352942	0.0	-0.007270391887902334
1.5686274509803921	0.0	-0.0018182049226064337
1.9607843137254901	0.0	0.02269388821655507
2.3529411764705883	0.0	0.08646241136049111
2.7450980392156863	0.0	0.10294237901167419
3.1372549019607843	0.0	0.09360775113956551
3.5294117647058822	0.0	0.05883465684602192
3.9215686274509802	0.0	0.05416287271186135
4.313725490196078	0.0	0.05030868705816486
4.705882352941177	0.0	0.014074150769293973
5.098039215686274	0.0	-0.02665386181687895
5.490196078431373	0.0	-0.06362733497744297
5.88235294117647	0.0	-0.0894916321358496
6.2745098039215685	0.0	-0.0603680176712746
6.666666666666667	0.0	0.016766207117934633
7.0588235294117645	0.0	0.11021257229367752
7.450980392156863	0.0	0.15003723844991565
7.8431372549019605	0.0	0.1681058309773803
8.235294117647058	0.0	0.1864934352711815
8.627450980392156	0.0	0.19733474013342026
9.019607843137255	0.0	0.22302816634147712
9.411764705882353	0.0	0.1930161486139167
9.803921568627452	0.0	0.16957688836049067
10.196078431372548	0.0	0.12488995802134913
10.588235294117647	0.0	0.07761144249156911
10.980392156862745	0.0	0.09546833306878467
11.372549019607844	0.0	0.0338140903322401
11.76470588235294	0.0	0.017667767310404776
12.156862745098039	0.0	0.007899304661211217
12.549019607843137	0.0	0.017195005177099792
12.941176470588236	0.0	0.07135693258500309
13.333333333333334	0.0	0.1325659352115465
13.72549019607843	0.0	0.1575389677827227
14.117647058823529	0.0	0.1902765160442066
14.509803921568627	0.0	0.1961338287519079
14.901960784313726	0.0	0.19759342776107006
15.294117647058822	0.0	0.17171208455842732
15.686274509803921	0.0	0.14693563557276876
16.07843137254902	0.0	0.14975181521671807
16.470588235294116	0.0	0.13899435096538557
16.862745098039216	0.0	0.11253992740586978
17.254901960784313	0.0	0.07545250688245224
17.647058823529413	0.0	0.044334549364557156
18.03921568627451	0.0	0.01965679934515595
18.431372549019606	0.0	-0.009681763203113791
18.823529411764707	0.0	-0.06756135498126503
19.215686274509803	0.0	-0.13215810958883836
19.607843137254903	0.0	-0.16196968058766162
20.0	0.0	-0.17582773011027422
20.392156862745097	0.0	-0.1380024218948622
20.784313725490197	0.0	-0.1321564239696219
21.176470588235293	0.0	-0.15320725443054592
21.56862745098039	0.0	-0.1741604684434059
21.96078431372549	0.0	-0.19807902759008617
