t0;p0;p1
0.0;1549.9375;1589.0287270678853
3e-09;1549.9375;1589.0287270678853
6e-09;1487.94;1589.0287270678853
9e-09;1425.9424999999999;1589.0287270678853
1.2e-08;1301.9475;1589.0287270678853
1.5e-08;1363.9450000000002;1589.0287270678853
1.8e-08;1363.9450000000002;1589.0287270678853
2.1e-08;1425.9424999999999;1589.0287270678853
2.4e-08;1549.9375;1589.0287270678853
2.7e-08;1425.9424999999999;1589.028727067936
3e-08;1301.9475;1589.0287270688905
3.3e-08;1425.9424999999999;1589.028727085881
3.6e-08;1425.9424999999999;1589.0287273496433
3.9e-08;1487.94;1589.028730905554
4.2e-08;1549.9375;1589.028772563724
4.5e-08;1487.94;1589.029196664229
4.8e-08;1611.9350000000002;1589.0329487425993
5.1e-08;1735.93;1589.0617972591326
5.4e-08;1549.9375;1589.2545660987726
5.7e-08;1921.9225000000001;1590.3740663929939
6e-08;1673.9325000000001;1596.0246926772609
6.3e-08;2169.9125;1620.8139330673052
6.6e-08;2355.905;1715.335551780244
6.9e-08;2541.8975;2028.5951820294092
7.2e-08;3595.855;2930.9617587388293
7.5e-08;5889.7625;5190.19434092721
7.8e-08;10167.59;10106.327644553281
8.1e-08;19033.232500000002;19403.332020946364
8.4e-08;34284.6175;34681.421087141454
8.7e-08;54185.815;56494.34434377328
9e-08;82704.66500000001;83541.47891383052
9.3e-08;116679.295;112648.84402840122
9.6e-08;140052.3525;139800.6357283117
9.9e-08;161007.5075;161695.58020288558
1.02e-07;179110.7775;176866.3183531745
1.05e-07;180350.72749999998;185761.10151429582
1.08e-07;188968.38;189976.49075912335
1.11e-07;188472.4;191306.52625482925
1.14e-07;187666.4325;191141.01471104356
1.17e-07;190456.32;190319.17240262553
1.2e-07;185124.53500000003;189254.05351816406
1.23e-07;189464.36000000002;188114.9996624651
1.26e-07;186488.48;186960.5435983866
1.29e-07;190084.33500000002;185807.8580879398
1.32e-07;185186.5325;184661.22203010388
1.35e-07;184132.575;183521.52180727993
1.38e-07;186240.49;182388.885361507
1.41e-07;185062.5375;181263.29601656026
1.44e-07;180288.73;180144.7136577949
1.47e-07;182210.6525;179033.09510928157
1.5e-07;168633.2;177928.39706298025
1.53e-07;179420.76499999998;176830.57643861213
1.56e-07;176010.9025;175739.5904203264
1.59e-07;173716.995;174655.396458533
1.62e-07;182148.65500000003;173577.95226851958
1.65e-07;177498.84250000003;172507.2158288207
1.68e-07;166835.27250000002;171443.14537958038
1.71e-07;165471.32749999998;170385.6994209232
1.74e-07;167889.23;169334.83671133596
1.77e-07;169315.17250000002;168290.51626605916
1.8e-07;166525.28500000003;167252.69735548858
1.83e-07;170369.13;166221.33950358658
1.86e-07;163425.41000000003;165196.40248630382
1.89e-07;167889.23;164177.84633001024
1.92e-07;162495.4475;163165.63130993623
1.9499999999999999e-07;160201.53999999998;162159.71794862303
1.98e-07;162061.465;161160.06701438344
2.0099999999999999e-07;158341.61500000002;160166.63951977136
2.04e-07;162743.4375;159179.39672006157
2.07e-07;159457.57;158198.30011173853
2.1e-07;153877.795;157223.31143099457
2.13e-07;167579.24250000002;156254.3926522377
2.16e-07;149971.9525;155291.5059866086
2.19e-07;153629.80500000002;154334.61388050672
2.22e-07;149723.9625;153383.67901412564
2.25e-07;152203.86250000002;152438.6642999977
2.28e-07;148112.0275;151499.53288154735
2.31e-07;146810.08000000002;150566.2481316539
2.34e-07;151769.88;149638.77365122287
2.37e-07;150467.9325;148717.07326776645
2.4e-07;149599.9675;147801.11103399275
2.43e-07;147368.0575;146890.85122640379
2.46e-07;146376.0975;145986.25834390224
2.49e-07;141788.2825;145087.29710640694
2.52e-07;144330.18000000002;144193.93245347677
2.55e-07;145508.1325;143306.12954294335
2.58e-07;146128.1075;142423.85374955213
2.61e-07;144206.185;141547.07066361202
2.64e-07;136890.48;140675.74608965343
2.67e-07;139928.35749999998;139809.84604509428
2.7e-07;141168.3075;138949.33675891516
2.73e-07;136704.48750000002;138094.18467034178
2.76e-07;133294.625;137244.35642753632
2.79e-07;135030.55500000002;136399.81888629647
2.82e-07;132674.65;135560.53910876304
2.85e-07;132612.6525;134726.48436213512
2.88e-07;133666.61000000002;133897.62211739353
2.91e-07;134286.585;133073.9200480322
2.94e-07;131372.7025;132255.34602879736
2.9699999999999997e-07;134410.58000000002;131441.86813443463
3e-07;128458.81999999999;130633.45463844386
3.03e-07;133852.6025;129830.07401184189
3.06e-07;126350.90500000001;129031.6949219327
3.09e-07;129574.77500000001;128238.28623108567
